title,author,binding,raw_price,original_price,discount_pct,in_stock,category,product_url
The Poetry of Chuya Nakahara: Japan's Modernist Master...,"Nakahara, Chuya",Hardcover,"Rp 418,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9784805318973/the-poetry-of-chuya-nakahara-japan-s-modernist-master-free-bilingual-audio-recordings?path=1_12
Learning to Think.,"King, Tracy",Hardcover,"Rp 364,000","Rp 455,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780857527431/learning-to-think?path=1_12
10% Happier 10th Anniversary: How I Tamed the Voice...,"Harris, Dan",Paperback,"Rp 177,000","Rp 305,000",-42%,1,Biographies & Memoirs,http://www.periplus.com/p/9780063356474/10-happier-10th-anniversary-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works-a-true?path=1_12
Poor Charlie's Almanack: The Essential Wit and Wisdom...,"Munger, Charles T.",Hardcover,"Rp 560,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781953953230/poor-charlie-s-almanack-the-essential-wit-and-wisdom-of-charles-t-munger?path=1_12
"Ceo, China: The Rise of XI Jinping","Brown, Kerry",Paperback,"Rp 395,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781350430747/ceo-china-the-rise-of-xi-jinping?path=1_12
Chop Fry Watch Learn: Fu Pei-Mei and the Making of...,"King, Michelle T.",Paperback,"Rp 125,300","Rp 359,000",-65%,1,Biographies & Memoirs,http://www.periplus.com/p/9781324110484/chop-fry-watch-learn-fu-pei-mei-and-the-making-of-modern-chinese-food?path=1_12
Everyone in the Group Chat Dies,"Chilton, L.M.",Paperback,"Rp 267,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781837930319/everyone-in-the-group-chat-dies?path=1_12
We Are Free to Change the World,"Stonebridge, Lyndsey",Hardcover,"Rp 196,000","Rp 429,000",-54%,1,Biographies & Memoirs,http://www.periplus.com/p/9781787332522/we-are-free-to-change-the-world?path=1_12
"The Book of James: The Power, Politics, and Passion...","Babb, Valerie",Hardcover,"Rp 515,000","Rp 644,000",-20%,0,Biographies & Memoirs,http://www.periplus.com/p/9781541702042/the-book-of-james-the-power-politics-and-passion-of-lebron?path=1_12
World Football Records 2025,"Radnedge, Keir",Hardcover,"Rp 418,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781802798616/world-football-records-2025?path=1_12
Oppenheimer: The Official Screenplay,"Nolan, Christopher",Paperback,"Rp 308,000","Rp 385,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780571381319/oppenheimer-the-official-screenplay?path=1_12
The Illustrated Book of Japanese Haiku: A Journey ...,-,Hardcover,"Rp 174,000","Rp 320,000",-46%,1,Biographies & Memoirs,http://www.periplus.com/p/9784805318072/the-illustrated-book-of-japanese-haiku-a-journey-through-the-seasons-with-japan-s-best-loved-poets-free-online-audio?path=1_12
A Beginner's Guide to Japanese Haiku: Major Works ...,"Wilson, William Scott",Hardcover,"Rp 219,000","Rp 258,000",-15%,1,Biographies & Memoirs,http://www.periplus.com/p/9784805316870/a-beginner-s-guide-to-japanese-haiku-major-works-by-japan-s-best-loved-poets-from-basho-and-issa-to-ryokan-and-santoka-with-works-by-six-women-poe?path=1_12
Autobiography of a Yogi: Timeless Wisdom Distilled...,"Yogananda, Paramahansa",Hardcover,"Rp 359,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781399821520/autobiography-of-a-yogi-timeless-wisdom-distilled?path=1_12
How to Lose a Country: The 7 Steps from Democracy ...,"Temelkuran, Ece",Paperback,"Rp 294,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781837263073/how-to-lose-a-country-the-7-steps-from-democracy-to-fascism?path=1_12
Sergey Brin and Larry Page,"McNab, Chris",Paperback,"Rp 34,300","Rp 199,000",-83%,1,Biographies & Memoirs,http://www.periplus.com/p/9781398822702/sergey-brin-and-larry-page?path=1_12
Voice for the Voiceless,"Dalai Lama, His Holiness the",Paperback,"Rp 118,300","Rp 336,000",-65%,1,Biographies & Memoirs,http://www.periplus.com/p/9780008743772/voice-for-the-voiceless?path=1_12
Discipline and Punish,"Foucault, Michel",Paperback,"Rp 291,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780241386019/discipline-and-punish?path=1_12
Beyond the Wand,"Felton, Tom",Paperback,"Rp 401,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781529149432/beyond-the-wand?path=1_12
The Glass Islands: A Year in Lombok,"Heyward, Mark",Paperback,"Rp 258,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781915310163/the-glass-islands-a-year-in-lombok?path=1_12
"The Maps We Carry : Psychedelics, Trauma and Our New...","Cartwright, Rose",Paperback,"Rp 224,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780008591922/the-maps-we-carry-psychedelics-trauma-and-our-new-path-to-mental-health?path=1_12
Going Infinite,"Lewis, Michael",Paperback,"Rp 83,300","Rp 232,000",-64%,1,Biographies & Memoirs,http://www.periplus.com/p/9781802063516/going-infinite?path=1_12
The Book of Taylor: 50 Reasons Taylor Swift Rules ...,"Oliver, Billie",Hardcover,"Rp 69,000","Rp 295,000",-77%,1,Biographies & Memoirs,http://www.periplus.com/p/9781923049499/the-book-of-taylor-50-reasons-taylor-swift-rules-the-world?path=1_12
Fahrenheit-182,"Hoppus, Mark",Paperback,"Rp 373,000","Rp 379,000",-2%,1,Biographies & Memoirs,http://www.periplus.com/p/9781408724569/fahrenheit-182?path=1_12
The Rise : Kobe Bryant and the Pursuit of Immortality...,"Sielski, Mike",Paperback,"Rp 278,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781529096064/the-rise-kobe-bryant-and-the-pursuit-of-immortality?path=1_12
Beyond the Story,"Kang, Myeongseok",Hardcover,"Rp 985,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781035031542/beyond-the-story?path=1_12
What I Talk About When I Talk About Running: A Memoir...,"Murakami, Haruki",Paperback,"Rp 175,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780307473394/what-i-talk-about-when-i-talk-about-running-a-memoir?path=1_12
Man's Search For Meaning,"Frankl, Viktor E",Paperback,"Rp 235,000","Rp 294,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781844132393/man-s-search-for-meaning?path=1_12
The Climate Book: The Facts and the Solutions,"Thunberg, Greta",Paperback,"Rp 343,000","Rp 429,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593492321/the-climate-book-the-facts-and-the-solutions?path=1_12
Selfish: Step Into a Journey of Self-Discovery to ...,"Szostak, Stephanie",Paperback,"Rp 348,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781637588895/selfish-step-into-a-journey-of-self-discovery-to-revive-confidence-joy-and-meaning?path=1_12
The Little Guide to Harry Styles: The New King of ...,Oh,Hardcover,"Rp 27,300","Rp 145,000",-81%,1,Biographies & Memoirs,http://www.periplus.com/p/9781800696198/the-little-guide-to-harry-styles-the-new-king-of-pop?path=1_12
Confessions,Augustine,Paperback,"Rp 235,000","Rp 294,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780140441147/confessions?path=1_12
From Here to the Great Unknown: Oprah's Book Club: ...,"Presley, Lisa Marie",Hardcover,"Rp 62,300","Rp 338,000",-82%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593733875/from-here-to-the-great-unknown-oprah-s-book-club-a-memoir?path=1_12
"Battle for the Bird: Jack Dorsey, Elon Musk, and the...","Wagner, Kurt",Hardcover,"Rp 69,000","Rp 512,000",-87%,1,Biographies & Memoirs,http://www.periplus.com/p/9781668017357/battle-for-the-bird-jack-dorsey-elon-musk-and-the-44-billion-fight-for-twitter-s-soul?path=1_12
Baddest Man,"Kriegal, Mark",Paperback,"Rp 348,500","Rp 410,000",-15%,1,Biographies & Memoirs,http://www.periplus.com/p/9781529958959/baddest-man?path=1_12
Silent Coup: How Corporations Overthrew Democracy,"Provost, Claire",Paperback,"Rp 406,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781350464568/silent-coup-how-corporations-overthrew-democracy?path=1_12
Greenlights,"McConaughey, Matthew",Hardcover,"Rp 538,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9780593139134/greenlights?path=1_12
Bts: A Graphic Biography,"Zambello, Filippo",Hardcover,"Rp 62,300","Rp 335,000",-81%,1,Biographies & Memoirs,http://www.periplus.com/p/9781836001041/bts-a-graphic-biography?path=1_12
Adelaide,"Wheeler, Genevieve",Paperback,"Rp 267,000",,,1,Biographies & Memoirs,http://www.periplus.com/p/9781035912742/adelaide?path=1_12
The Showman : The Inside Story That Made a War Leader...,"Shuster, Simon",Paperback,"Rp 364,000","Rp 455,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9780008599188/the-showman-the-inside-story-that-made-a-war-leader-of-volodymyr-zelensky?path=1_12
"Our Green Change: A Journey to Green School, Bali & ...","Radice, Sandra",Paperback,"Rp 285,000",,,0,Biographies & Memoirs,http://www.periplus.com/p/9781922850645/our-green-change-a-journey-to-green-school-bali-and-beyond?path=1_12
Greetings from Jakarta: Postcards of A Capital 1900...,"Merrillees, Scott",Hardcover,"Rp 350,000","Rp 650,000",-46%,1,Biographies & Memoirs,http://www.periplus.com/p/9789793780887/greetings-from-jakarta-postcards-of-a-capital-1900-1950?path=1_12
Not All Heroes Wear Capes: The Incredible Story of...,"Lancaster, Jono",Hardcover,"Rp 364,000","Rp 455,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781529149357/not-all-heroes-wear-capes-the-incredible-story-of-how-one-young-man-found-happiness-by-embracing-his-differences?path=1_12
Tears Become Rain: Stories of Transformation and Healing...,-,Paperback,"Rp 385,000","Rp 482,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781952692628/tears-become-rain-stories-of-transformation-and-healing-inspired-by-thich-nhat-hanh?path=1_12
The Hard Sell : Crime and Punishment at an Opioid ...,"Hughes, Evan",Paperback,"Rp 235,000","Rp 294,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781035017898/the-hard-sell-crime-and-punishment-at-an-opioid-startup?path=1_12
Is This Ok?: One Woman's Search for Connection Online...,"Gibsone, Harriet",Hardcover,"Rp 364,000","Rp 455,000",-20%,1,Biographies & Memoirs,http://www.periplus.com/p/9781035000999/is-this-ok-one-woman-s-search-for-connection-online?path=1_12
The Last Politician: Inside Joe Biden's White House...,"Foer, Franklin",Hardcover,"Rp 49,000","Rp 432,000",-89%,1,Biographies & Memoirs,http://www.periplus.com/p/9781101981146/the-last-politician-inside-joe-biden-s-white-house-and-the-struggle-for-america-s-future?path=1_12
The Red Emperor : Xi Jinping and His New China,"Sheridan, Michael",Paperback,"Rp 358,000",,,0,Biographies & Memoirs,http://www.periplus.com/p/9781035413485/the-red-emperor-xi-jinping-and-his-new-china?path=1_12
They All Came to Barneys: A Personal History of the...,"Pressman, Gene",Hardcover,"Rp 281,000","Rp 548,000",-49%,1,Biographies & Memoirs,http://www.periplus.com/p/9780593654798/they-all-came-to-barneys-a-personal-history-of-the-world-s-greatest-store?path=1_12
